estado,municipio,cve_inegi,Pob_Indigena,Mayoria_indigena,grado_escolar,grado_escolar_h,grado_escolar_m,Entre_3_5_En_escuela,Entre_3_5_En_escuela_Hombres,Entre_3_5_En_escuela_Mujeres,Mas_15_con_Sec,Mas15H,Mas15M,PEA,PEA_H,PEA_M
San Luis Potosi,Tampacan,24038,44.65,Mestizo,7.04,7.34,6.74,1.28,1.23,1.32,0.24,0.23,0.25,42.21,72.03,12.36
Oaxaca,Santiago Tilantongo,20492,44.58,Mestizo,5.26,5.9,4.74,0.92,0.85,0.98,0.18,0.2,0.17,39.75,60.67,22.3
Oaxaca,San Andres Teotilalpam,20098,44.52,Mestizo,5.09,5.55,4.67,0.54,0.49,0.58,0.15,0.18,0.13,34.68,62.03,10.31
Chihuahua,Urique,8065,44.41,Mestizo,4.88,5,4.75,0.62,0.59,0.65,0.11,0.11,0.11,49.83,80.68,18.26
Yucatan,Huhi,31037,44.33,Mestizo,5.58,5.71,5.44,1.06,0.94,1.16,0.21,0.22,0.21,53.31,75.21,30.54
Yucatan,Kopoma,31045,44.26,Mestizo,6.71,6.82,6.61,1.03,1.24,0.83,0.31,0.29,0.32,51.44,72.98,28.68
Chihuahua,Balleza,8007,44.26,Mestizo,4.75,4.77,4.73,0.48,0.46,0.49,0.11,0.1,0.12,43.91,72.85,13.96
Oaxaca,San Juan Lachao,20202,44.21,Mestizo,5.19,5.56,4.9,0.42,0.46,0.38,0.15,0.16,0.15,40.92,66.43,19.68
Oaxaca,Santiago Choapam,20460,44.08,Mestizo,5.06,5.35,4.8,1.01,1.01,1.01,0.11,0.12,0.1,40.2,72.49,10.64
Yucatan,Sucila,31070,43.89,Mestizo,7.05,6.93,7.17,0.87,0.97,0.76,0.2,0.19,0.22,50.11,73.38,27.04
Chiapas,Pueblo Nuevo Solistahuacan,7072,43.61,Mestizo,4.77,5.25,4.33,0.88,0.86,0.91,0.12,0.13,0.11,44.97,79.55,13.01
Oaxaca,San Juan Evangelista Analco,20196,43.56,Mestizo,6.45,7,5.92,0.92,0.88,1,0.24,0.26,0.22,32.42,52.2,13.69
Oaxaca,Asuncion Ixtaltepec,20005,42.91,Mestizo,7.29,7.77,6.83,1.1,1.07,1.13,0.16,0.17,0.15,43.74,69.06,19.12
Yucatan,Hoctun,31035,42.55,Mestizo,5.65,5.79,5.51,0.87,0.86,0.88,0.21,0.2,0.22,44.5,68.37,21.42
Oaxaca,San Carlos Yautepec,20125,42.22,Mestizo,5.52,5.86,5.2,1,0.96,1.04,0.18,0.21,0.16,47.85,79.07,17.03
Puebla,Yaonahuac,21204,42.12,Mestizo,8.03,8.29,7.8,1.06,1.04,1.08,0.21,0.22,0.2,47.33,72.05,24.99
Campeche,Hopelchen,4006,41.91,Mestizo,6.95,7.17,6.72,0.78,0.76,0.79,0.21,0.2,0.22,46.22,77.38,13.77
Puebla,Xayacatlan de Bravo,21196,41.84,Mestizo,6.69,6.82,6.59,1.13,1.11,1.14,0.18,0.21,0.15,44.41,56.46,34.99
Oaxaca,Santiago Xanica,20495,41.75,Mestizo,4.19,4.34,4.06,0.58,0.76,0.44,0.11,0.11,0.1,41.55,66.18,18.08
Chiapas,Pantepec,7067,41.66,Mestizo,4.72,5.22,4.24,1.02,1.08,0.96,0.15,0.17,0.13,42.32,73.54,11.72
Oaxaca,San Antonino el Alto,20104,41.11,Mestizo,5.72,6.08,5.39,0.89,0.74,1.13,0.2,0.23,0.18,33.92,56.96,13.1
Oaxaca,San Jeronimo Tlacochahuaya,20550,41.02,Mestizo,7.17,7.65,6.76,0.8,0.67,0.92,0.19,0.21,0.17,49.11,64.34,36.17
Oaxaca,Santa Ines de Zaragoza,20569,41.01,Mestizo,5.57,5.91,5.29,0.91,0.78,1.07,0.21,0.24,0.18,56.15,77.25,38.31
Oaxaca,Santa Maria Tlalixtac,20438,40.99,Mestizo,4.4,4.6,4.2,0.59,0.65,0.56,0.13,0.15,0.11,40.45,70.19,11.84
Oaxaca,Santa Ana Cuauhtemoc,20355,40.92,Mestizo,4.62,4.88,4.38,1.1,0.71,2,0.09,0.1,0.07,39.69,76.51,5.88
Chiapas,Las Margaritas,7052,40.8,Mestizo,5.03,5.52,4.58,0.78,0.77,0.79,0.12,0.14,0.11,46.17,81.32,12.63
Oaxaca,San Juan Tamazola,20217,40.57,Mestizo,5.59,6.15,5.09,0.86,0.91,0.8,0.24,0.28,0.2,32.39,56.55,10.4
Yucatan,Quintana Roo,31060,40.45,Mestizo,5.77,5.83,5.71,0.81,0.82,0.79,0.24,0.25,0.22,37.65,69.44,8.23
Yucatan,Ticul,31089,40.43,Mestizo,7.86,8.03,7.7,0.86,0.83,0.89,0.19,0.2,0.19,52.91,75.78,31.01
Oaxaca,San Juan Cotzocon,20190,40.39,Mestizo,5.81,6.02,5.62,0.77,0.79,0.75,0.16,0.17,0.15,45.69,74.88,18.24
Yucatan,Maxcanu,31048,40.28,Mestizo,6.55,6.96,6.13,0.96,0.92,0.99,0.23,0.26,0.19,48.43,73.1,23.61
Chiapas,Palenque,7065,40.26,Mestizo,6.48,6.91,6.07,0.86,0.86,0.87,0.17,0.18,0.16,46,75.6,17.85
San Luis Potosi,Xilitla,24054,40.26,Mestizo,6.73,6.63,6.82,1,0.98,1.03,0.26,0.24,0.29,43.74,74.26,14.33
San Luis Potosi,Tamazunchale,24037,40.25,Mestizo,7.06,7.23,6.89,1.09,1.08,1.1,0.22,0.23,0.21,46.43,73.04,20.69
Oaxaca,San Ildefonso Amatlan,20154,40.2,Mestizo,4.55,4.84,4.3,0.71,0.66,0.77,0.15,0.18,0.12,44.7,70.56,22.78
Oaxaca,Concepcion Papalo,20019,39.56,Mestizo,4.66,4.93,4.4,1.03,1,1.05,0.12,0.12,0.11,39.23,71.95,6.48
Oaxaca,Nuevo Zoquiapam,20504,39.41,Mestizo,6.42,6.49,6.36,1.43,1.38,1.48,0.18,0.2,0.16,50.13,68.84,34.11
Campeche,Hecelchakan,4005,39.41,Mestizo,8.14,8.68,7.62,0.88,0.87,0.9,0.2,0.19,0.21,47.16,72.02,23.01
Oaxaca,Mesones Hidalgo,20037,39.37,Mestizo,4.4,4.36,4.43,0.67,0.68,0.66,0.12,0.12,0.13,32.98,60.77,11.85
Oaxaca,Calihuala,20011,39.18,Mestizo,4.34,4.82,3.91,0.96,0.88,1.1,0.13,0.12,0.13,18.75,28.91,9.39
Nayarit,La Yesca,18019,38.89,Mestizo,5.74,5.8,5.69,0.72,0.75,0.7,0.17,0.18,0.17,44.82,76.1,12.73
Chiapas,Teopisca,7094,38.81,Mestizo,4.41,4.88,3.99,0.76,0.77,0.76,0.1,0.11,0.09,47.38,81.5,16.15
Hidalgo,Chilcuautla,13019,38.76,Mestizo,7.37,7.44,7.31,0.87,0.86,0.88,0.28,0.29,0.27,47.33,71.3,25.4
Puebla,Tlapacoya,21184,38.68,Mestizo,5,5.16,4.86,1,0.95,1.05,0.14,0.15,0.14,42.24,74.2,12.72
Yucatan,Kantunil,31042,38.68,Mestizo,5.82,5.74,5.9,0.87,0.86,0.89,0.28,0.25,0.31,41.16,69.29,12.37
Hidalgo,Tepehuacan de Guerrero,13062,38.59,Mestizo,5.23,5.44,5.02,0.75,0.73,0.77,0.21,0.23,0.19,43.31,75.24,10.16
Yucatan,Tizimin,31096,38.51,Mestizo,6.46,6.59,6.33,0.87,0.9,0.84,0.16,0.16,0.17,48.66,73.6,24.04
Oaxaca,San Pedro Tidaa,20331,38.48,Mestizo,4.76,5.33,4.29,0.84,1.38,0.67,0.12,0.15,0.1,63.74,77.88,51.68
Yucatan,Samahil,31063,38.34,Mestizo,6.45,6.99,5.88,1.01,0.89,1.14,0.33,0.34,0.32,46.01,69.48,21.34
Veracruz de Ignacio de la Llave,Tlachichilco,30180,38.12,Mestizo,5.06,5.36,4.77,0.92,0.93,0.92,0.12,0.13,0.11,41.4,76.22,8.11
Guerrero,Olinala,12045,37.92,Mestizo,5.07,5.52,4.68,0.95,0.94,0.96,0.12,0.14,0.11,42.54,74.32,14.13
Yucatan,Muxupip,31054,37.86,Mestizo,6.65,6.68,6.62,0.88,0.84,0.91,0.31,0.31,0.31,47.61,67.01,29.5
Michoacan de Ocampo,Nahuatzen,16056,37.72,Mestizo,6.19,6.6,5.82,0.73,0.7,0.76,0.21,0.21,0.2,41.93,73.12,13.73
Oaxaca,Santa Maria Nativitas,20422,37.44,Mestizo,6.51,7.18,6.01,1.47,1.57,1.38,0.25,0.32,0.19,36.53,52.56,23.91
Puebla,Xochiapulco,21200,37.31,Mestizo,6.1,6.26,5.96,0.96,1,0.92,0.11,0.12,0.11,36.27,60.81,14.72
Yucatan,Bokoba,31005,37.21,Mestizo,6.26,6.51,6,0.72,0.76,0.68,0.3,0.3,0.3,50.22,72.38,26.96
Oaxaca,Santa Maria Totolapilla,20440,37.17,Mestizo,5.41,6.15,4.8,1.04,1.13,0.91,0.13,0.13,0.13,34.44,61.38,11.48
Puebla,Zacapoaxtla,21207,37.16,Mestizo,6.96,7.25,6.72,0.86,0.88,0.85,0.21,0.23,0.19,48.71,74.79,25.74
Yucatan,Tetiz,31087,37.06,Mestizo,5.1,5.19,5.01,0.84,0.91,0.77,0.19,0.2,0.19,47.69,71.41,25.53
Oaxaca,San Miguel Piedras,20274,36.88,Mestizo,5.9,6.55,5.29,0.85,1,0.65,0.2,0.24,0.17,31.99,51.23,13.58
Chiapas,Ixhuatan,7042,36.85,Mestizo,5.56,5.86,5.26,1.02,1.01,1.03,0.18,0.17,0.2,44.58,78.35,11.52
Oaxaca,Santa Catarina Lachatao,20365,36.65,Mestizo,6.98,7.36,6.63,1.17,1.24,1.11,0.31,0.36,0.27,49.29,66.41,33.15
Oaxaca,Santo Domingo Ozolotepec,20512,36.47,Mestizo,4.01,4.59,3.54,0.34,0.2,0.58,0.11,0.12,0.1,34.2,54.64,16.57
Oaxaca,Chalcatongo de Hidalgo,20026,36.3,Mestizo,6.51,7.23,5.93,0.89,0.95,0.84,0.2,0.23,0.18,48.9,73.04,29.06
Oaxaca,San Juan Bautista Atatlahuca,20175,36.14,Mestizo,5.52,5.69,5.35,1.14,1.39,0.97,0.23,0.25,0.2,33.46,63.74,4.5
Veracruz de Ignacio de la Llave,Espinal,30066,35.98,Mestizo,6.43,6.66,6.22,0.79,0.75,0.82,0.18,0.19,0.18,43.66,73.85,15.83
Oaxaca,El Espinal,20030,35.97,Mestizo,9.67,10.25,9.13,1.18,1.24,1.11,0.13,0.13,0.13,50.47,66.15,36.08
Hidalgo,Ixmiquilpan,13030,35.79,Mestizo,8.24,8.45,8.06,0.8,0.79,0.81,0.23,0.25,0.22,50.85,71.83,32.9
Veracruz de Ignacio de la Llave,Santiago Sochiapan,30212,35.68,Mestizo,4.84,5.14,4.56,0.59,0.56,0.63,0.13,0.15,0.12,37.77,72.04,7.1
Puebla,Pantepec,21111,35.61,Mestizo,5.69,5.99,5.41,1.02,1.04,0.99,0.18,0.2,0.17,43.74,74.86,15.54
Yucatan,Tekanto,31078,35.27,Mestizo,6.37,6.61,6.12,0.96,0.92,1,0.27,0.27,0.27,49.37,69.79,29.14
Yucatan,Izamal,31040,35.18,Mestizo,6.73,6.9,6.57,0.82,0.86,0.78,0.23,0.23,0.22,47.96,69.27,27.45
Veracruz de Ignacio de la Llave,Chalma,30055,34.7,Mestizo,6.33,6.9,5.8,0.96,0.85,1.09,0.15,0.17,0.14,43.24,70.75,17.11
Hidalgo,Acaxochitlan,13002,34.55,Mestizo,5.36,5.71,5.06,0.44,0.44,0.44,0.21,0.23,0.19,47.54,79.15,19.68
Veracruz de Ignacio de la Llave,Tlilapan,30185,34.41,Mestizo,6.59,6.68,6.51,0.65,0.65,0.66,0.17,0.18,0.16,50.69,71.17,31.81
Yucatan,Cenotillo,31012,34.07,Mestizo,5.71,5.39,6,0.62,0.53,0.69,0.21,0.17,0.24,41.99,70.22,16.23
Oaxaca,San Bartolo Yautepec,20122,33.53,Mestizo,6.52,6.72,6.32,0.93,0.69,1.13,0.18,0.22,0.14,48.65,70.96,27.37
Puebla,Coxcatlan,21035,33.51,Mestizo,7.2,7.35,7.06,0.89,0.88,0.9,0.2,0.22,0.19,44.04,69.13,21.5
Oaxaca,San Pablo Villa de Mitla,20298,33.45,Mestizo,6.27,6.66,5.93,0.7,0.73,0.68,0.16,0.18,0.14,58.39,80.35,39.14
Oaxaca,Santa Maria Tonameca,20439,33.15,Mestizo,5.46,5.83,5.11,0.6,0.57,0.63,0.17,0.2,0.15,42.6,71.4,15.52
Veracruz de Ignacio de la Llave,Coetzala,30041,33.07,Mestizo,5.57,5.44,5.68,0.64,0.61,0.67,0.16,0.14,0.18,44.52,71.64,19.49
Hidalgo,San Bartolo Tutotepec,13053,33.03,Mestizo,4.95,5.16,4.75,0.79,0.82,0.77,0.16,0.18,0.14,45.7,76.24,16.62
Chiapas,San Cristobal de las Casas,7078,32.8,Mestizo,8.3,8.88,7.79,0.84,0.85,0.83,0.15,0.16,0.15,56.01,75.67,38.7
Guerrero,Ayutla de los Libres,12012,32.68,Mestizo,5.97,6.34,5.63,0.98,0.96,1,0.16,0.18,0.14,43.6,75,14.33
Yucatan,Kinchil,31044,32.48,Mestizo,6.09,6.46,5.73,0.74,0.67,0.82,0.25,0.26,0.23,49.42,72.45,26.31
Yucatan,Suma,31072,32.46,Mestizo,6.84,6.97,6.71,0.91,0.8,1.07,0.19,0.21,0.18,44.17,66.53,21.29
Puebla,Atempan,21017,32.44,Mestizo,6.24,6.72,5.81,0.81,0.8,0.82,0.19,0.22,0.16,49.16,75.9,25.05
Veracruz de Ignacio de la Llave,Platon Sanchez,30129,32.37,Mestizo,6.25,6.58,5.94,0.89,0.8,1,0.15,0.16,0.14,44.69,71.16,19.6
Quintana Roo,Tulum,23009,32.31,Mestizo,8.06,8.32,7.77,0.73,0.73,0.73,0.28,0.29,0.27,59.01,80.41,35.63
Oaxaca,Santo Domingo Petapa,20513,32.15,Mestizo,5.7,6.17,5.24,0.66,0.68,0.64,0.16,0.19,0.13,44.17,74.66,14.75
Oaxaca,San Martin Toxpalan,20244,32.08,Mestizo,6.42,6.51,6.33,0.89,0.95,0.84,0.19,0.19,0.18,43.37,74.05,14.96
Puebla,Zihuateutla,21213,32.07,Mestizo,5.59,6,5.21,0.8,0.8,0.79,0.2,0.23,0.18,44.22,75.03,15.33
Oaxaca,Santa Cruz Papalutla,20380,32.05,Mestizo,6.07,6.32,5.85,0.89,0.94,0.85,0.19,0.22,0.15,51.27,74.1,30.73
Hidalgo,Calnali,13014,32.01,Mestizo,5.76,6.13,5.42,0.91,0.97,0.86,0.2,0.22,0.18,39.14,67.65,13.14
Yucatan,Acanceh,31002,31.99,Mestizo,7.1,7.43,6.77,1.03,1.04,1.03,0.25,0.26,0.24,54.33,75.27,33.94
Hidalgo,Tasquillo,13058,31.79,Mestizo,7.54,7.62,7.47,0.85,0.81,0.9,0.22,0.21,0.22,40.73,64.64,21.78
Veracruz de Ignacio de la Llave,Zaragoza,30199,31.46,Mestizo,6.2,7.02,5.45,0.61,0.7,0.52,0.18,0.22,0.15,44.57,71.94,19.58
Oaxaca,San Sebastian Tecomaxtlahuaca,20348,31.34,Mestizo,5.05,5.4,4.75,0.66,0.67,0.65,0.13,0.14,0.13,44.66,65.8,26.34
Michoacan de Ocampo,Tangamandapio,16084,31.28,Mestizo,5.67,5.81,5.54,0.63,0.6,0.65,0.15,0.15,0.14,47.55,74.68,23.81
Hidalgo,Tianguistengo,13068,30.79,Mestizo,5.53,5.73,5.34,0.59,0.62,0.56,0.2,0.2,0.19,43.22,73.89,14.63
Oaxaca,San Juan de los Cues,20206,30.72,Mestizo,6.37,6.53,6.22,0.87,0.7,1.05,0.16,0.17,0.16,47.83,74.3,21.36
Puebla,Vicente Guerrero,21195,30.4,Mestizo,4.15,4.5,3.85,0.52,0.54,0.5,0.13,0.15,0.12,42.64,77.52,11.65
Oaxaca,Putla Villa de Guerrero,20073,30.33,Mestizo,6.92,7.32,6.58,0.93,0.92,0.93,0.19,0.21,0.17,42.32,67.72,20.74
Michoacan de Ocampo,Aquila,16008,30.32,Mestizo,5.62,5.71,5.52,0.84,0.87,0.8,0.16,0.16,0.15,46.59,78.74,13.76
Chiapas,Amatan,7005,30.31,Mestizo,4.82,5.36,4.26,0.87,0.88,0.86,0.13,0.15,0.11,41.24,77.25,4.16
Oaxaca,Santiago Cacaloxtepec,20456,30.25,Mestizo,5.24,5.81,4.74,1.19,1.15,1.23,0.14,0.15,0.13,39.4,56.16,24.79
Oaxaca,Santa Maria Huazolotitlan,20414,30.09,Mestizo,6.04,6.1,5.97,0.96,0.94,0.99,0.19,0.2,0.18,54.38,79.57,30.09
Oaxaca,San Andres Nuxino,20094,29.93,Mestizo,6.08,6.32,5.87,0.45,0.4,0.49,0.25,0.3,0.21,24.3,36.38,13.75
Guerrero,Ometepec,12046,29.87,Mestizo,6.98,7.06,6.91,1.03,1.01,1.05,0.15,0.16,0.14,50.27,73.71,28.66
Oaxaca,Santa Maria Chimalapa,20407,29.81,Mestizo,4.78,5.11,4.44,0.76,0.73,0.8,0.13,0.14,0.11,41.07,73.73,7.05
Michoacan de Ocampo,Quiroga,16073,29.58,Mestizo,6.49,6.74,6.27,0.83,0.91,0.75,0.16,0.16,0.17,55.86,78.12,36.44
Michoacan de Ocampo,Paracho,16065,29.33,Mestizo,7.34,7.68,7.05,0.87,0.81,0.93,0.19,0.21,0.18,48.15,73.05,26.82
Oaxaca,San Sebastian Teitipac,20349,29.2,Mestizo,5.65,5.93,5.41,0.69,0.9,0.59,0.13,0.16,0.11,24.82,38.82,13.03
Yucatan,Chochola,31023,28.92,Mestizo,7.14,7.14,7.15,1.01,0.99,1.03,0.23,0.22,0.23,52.64,74.74,29.38
Chihuahua,Guazapares,8030,28.92,Mestizo,5.3,5.09,5.52,0.64,0.68,0.6,0.11,0.11,0.12,49.37,78.63,18.94
Oaxaca,San Sebastian Abasolo,20343,28.61,Mestizo,6.68,6.86,6.52,1.25,1.26,1.24,0.17,0.19,0.15,49.03,75.83,24.64
Puebla,San Antonio Canada,21120,28.55,Mestizo,4.77,5.3,4.35,0.59,0.58,0.61,0.15,0.17,0.13,40.87,66.94,20.07
Oaxaca,Santa Maria Ecatepec,20410,28.55,Mestizo,6.26,6.52,6.02,1.18,1.03,1.33,0.18,0.2,0.17,40.72,66.94,15.6
Oaxaca,Santa Catarina Juquila,20364,27.95,Mestizo,5.58,5.9,5.29,0.64,0.63,0.65,0.16,0.17,0.14,49.29,76.23,24.83
Oaxaca,Heroica Ciudad de Tlaxiaco,20397,27.87,Mestizo,8.39,8.68,8.15,0.91,0.95,0.87,0.2,0.22,0.19,48.75,68.85,31.73
Guerrero,Cualac,12024,27.7,Mestizo,5.49,5.85,5.18,1.02,0.92,1.13,0.12,0.12,0.11,32.46,56.59,11.18
Chiapas,Rayon,7073,27.56,Mestizo,6.01,6.61,5.41,1.2,1.24,1.17,0.13,0.14,0.12,46.09,74.56,17.68
Mexico,San Felipe del Progreso,15074,27.56,Mestizo,6.12,6.71,5.6,0.41,0.4,0.42,0.21,0.24,0.18,46.39,74.41,21.47
Oaxaca,San Miguel Chimalapa,20265,27.53,Mestizo,5.5,5.97,5.02,1.11,1.09,1.14,0.16,0.19,0.14,45.08,72.81,16.28
Oaxaca,Santa Maria Yavesia,20443,27.46,Mestizo,6.54,6.77,6.36,0.8,0.75,0.83,0.18,0.2,0.16,54.79,77.02,37.25
Chiapas,Soyalo,7085,27.45,Mestizo,5.7,6.07,5.34,0.86,0.89,0.84,0.21,0.22,0.2,45.12,78.15,11.99
Guerrero,Chilapa de alvarez,12028,27.33,Mestizo,5.24,5.5,5.01,0.85,0.85,0.85,0.13,0.13,0.12,49.26,77.56,24.24
Oaxaca,San Andres Huaxpaltepec,20090,27.17,Mestizo,6.9,7.07,6.74,0.89,0.89,0.88,0.19,0.2,0.17,48.56,73.83,25.55
Oaxaca,San Jose Chiltepec,20166,27.05,Mestizo,6.72,6.8,6.64,0.77,0.75,0.78,0.25,0.27,0.24,44.78,73.92,18.45
Veracruz de Ignacio de la Llave,Ixhuatlancillo,30081,27.03,Mestizo,7.5,7.6,7.41,0.69,0.68,0.69,0.16,0.16,0.15,55.54,76.87,36.73
Yucatan,Motul,31052,26.78,Mestizo,7.07,7.23,6.92,0.91,0.92,0.89,0.21,0.22,0.21,52.09,74,30.89
Yucatan,Temax,31084,26.65,Mestizo,5.95,6.14,5.75,0.83,0.75,0.91,0.16,0.16,0.16,43.77,67.78,19.09
Oaxaca,San Miguel Tlacamama,20285,26.55,Mestizo,6.14,6.23,6.06,0.7,0.67,0.73,0.21,0.21,0.21,47.5,76.42,20.84
Yucatan,Tixpehual,31095,26.47,Mestizo,7.66,7.98,7.34,0.77,0.75,0.79,0.22,0.23,0.21,50.43,71.84,29.43
Yucatan,Sinanche,31068,26.42,Mestizo,6.75,6.52,7,1.02,1.16,0.89,0.22,0.2,0.24,44.81,66.16,21.31
Puebla,Acteopan,21005,26.38,Mestizo,5.03,5.35,4.78,0.62,0.65,0.57,0.2,0.22,0.19,63.3,76.1,52.89
Yucatan,Buctzotz,31006,26.29,Mestizo,6.02,5.94,6.09,0.79,0.77,0.81,0.17,0.18,0.17,49.54,76.47,22.46
Chihuahua,Guadalupe y Calvo,8029,26.21,Mestizo,5.06,5,5.13,0.48,0.48,0.48,0.13,0.12,0.15,46.21,79.79,12
Chiapas,Marques de Comillas,7116,26.09,Mestizo,4.73,5.03,4.42,0.9,0.88,0.93,0.13,0.14,0.13,42.33,77.4,7.06
Oaxaca,Santa Ana Zegache,20360,25.95,Mestizo,5.76,6.12,5.48,0.71,0.65,0.78,0.19,0.22,0.17,38.24,61.15,19.29
Veracruz de Ignacio de la Llave,Uxpanapa,30210,25.92,Mestizo,5.61,5.7,5.53,0.84,0.77,0.91,0.14,0.15,0.14,44.5,78.5,10.5
Oaxaca,Santa Maria Guienagati,20412,25.56,Mestizo,5.17,5.68,4.65,0.83,0.83,0.83,0.12,0.13,0.1,37.24,62.64,11.14
Oaxaca,Natividad,20062,25.26,Mestizo,7.52,7.88,7.23,1.5,1.08,3.33,0.18,0.18,0.18,45.68,63.47,31.09
Yucatan,Seye,31067,24.96,Mestizo,6.19,6.38,5.99,0.81,0.85,0.78,0.24,0.25,0.23,52.79,75.27,28.66
Queretaro,Amealco de Bonfil,22001,24.74,Mestizo,5.89,6.05,5.75,0.75,0.74,0.76,0.22,0.23,0.21,46.36,75.47,20.62
Puebla,Ayotoxco de Guerrero,21025,24.67,Mestizo,6.7,6.83,6.57,1.1,0.99,1.22,0.19,0.2,0.18,46.34,74.61,19.31
Puebla,Tlacotepec de Benito Juarez,21177,24.63,Mestizo,5.58,5.79,5.4,0.73,0.72,0.75,0.18,0.19,0.17,47.54,75.46,23.5
Guerrero,Tlalixtaquilla de Maldonado,12065,24.58,Mestizo,4.82,5.1,4.58,0.9,0.93,0.86,0.12,0.13,0.11,49.49,72.9,29.17
Yucatan,Panaba,31057,23.98,Mestizo,5.99,5.88,6.09,0.79,0.75,0.83,0.17,0.16,0.18,46.06,72.64,19.22
Michoacan de Ocampo,Cheran,16024,23.94,Mestizo,7.11,7.37,6.89,0.98,0.97,1,0.19,0.2,0.18,47.44,76.32,21.39
San Luis Potosi,San Vicente Tancuayalab,24034,23.71,Mestizo,7.04,7.04,7.03,1.2,1.21,1.2,0.22,0.21,0.22,44.15,70.33,18.27
Yucatan,Cacalchen,31007,23.64,Mestizo,6.48,6.78,6.18,0.85,0.93,0.79,0.25,0.27,0.23,46.39,67.17,25.04
Oaxaca,Santiago Yosondua,20500,23.51,Mestizo,5.76,6.4,5.21,0.98,1.09,0.88,0.16,0.18,0.14,44.92,73.57,20.05
Campeche,Calakmul,4010,23.49,Mestizo,6.02,6.17,5.88,1.07,1.09,1.05,0.29,0.28,0.29,44.36,76.31,11.35
Hidalgo,Tenango de Doria,13060,23.47,Mestizo,5.88,5.88,5.87,0.84,0.86,0.81,0.22,0.23,0.21,43.97,73.96,17.04
Oaxaca,Santiago Jamiltepec,20467,23.47,Mestizo,6.6,6.75,6.47,0.88,0.86,0.9,0.17,0.18,0.16,45.04,73.13,20.33
Yucatan,Cansahcab,31009,23.4,Mestizo,7.07,7.19,6.96,0.77,0.69,0.84,0.24,0.26,0.22,47.96,67.67,28.65
Yucatan,Ucu,31100,23.29,Mestizo,6.48,6.61,6.36,0.97,0.87,1.06,0.24,0.25,0.24,50.52,72.71,28.07
Oaxaca,Tlacolula de Matamoros,20551,23.24,Mestizo,7.78,8.13,7.49,0.85,0.88,0.82,0.16,0.17,0.15,56.34,75.17,40.51
Mexico,Temoaya,15087,22.95,Mestizo,6.74,7.14,6.38,0.59,0.61,0.58,0.25,0.29,0.22,51.12,77.97,26.31
Oaxaca,Santo Domingo Tonala,20520,22.93,Mestizo,5.32,5.51,5.17,0.92,0.9,0.94,0.14,0.15,0.14,44.34,66.67,25.97
Oaxaca,Santiago del Rio,20461,22.8,Mestizo,3.87,4.14,3.63,0.55,0.6,0.5,0.1,0.1,0.11,49.41,72.4,26.95
Chihuahua,Maguarichi,8041,22.75,Mestizo,5,4.85,5.18,0.62,0.66,0.57,0.12,0.1,0.15,51.4,78.4,21.07
Oaxaca,Santa Maria Petapa,20427,22.71,Mestizo,6.63,7.09,6.22,0.91,0.93,0.89,0.2,0.21,0.18,49.25,73.31,27.7
Puebla,Huauchinango,21071,22.67,Mestizo,7.9,8.11,7.73,0.84,0.85,0.82,0.19,0.21,0.18,50.77,71.39,33.06
Veracruz de Ignacio de la Llave,Xoxocotla,30195,22.53,Mestizo,4.71,5.01,4.41,0.48,0.51,0.46,0.13,0.15,0.12,33.02,59.69,6.13
Yucatan,Hunucma,31038,22.41,Mestizo,6.84,7.05,6.62,0.81,0.86,0.77,0.22,0.22,0.22,52.43,75.41,29.49
Queretaro,Toliman,22018,22.33,Mestizo,6.91,6.99,6.85,1.1,1.12,1.08,0.24,0.25,0.24,45.18,68.6,24.21
Oaxaca,Santiago Tetepec,20489,22.29,Mestizo,5.55,5.6,5.5,0.81,0.82,0.8,0.17,0.17,0.17,37.03,69.04,7.42
Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,30073,22.24,Mestizo,6.03,6.37,5.71,0.77,0.76,0.78,0.18,0.19,0.16,40.3,70.49,12.42
Oaxaca,Santo Domingo Ixcatlan,20510,22.23,Mestizo,6.91,7.63,6.3,0.5,0.57,0.44,0.2,0.26,0.14,35.29,57.23,17.02
Oaxaca,Magdalena Tlacotepec,20053,22.03,Mestizo,6.65,7.26,6.12,0.94,0.88,1,0.18,0.23,0.14,47.18,68.52,28.27
Oaxaca,San Miguel Huautla,20270,22.02,Mestizo,5.07,5.72,4.51,0.98,1.05,0.92,0.2,0.25,0.16,57.14,69.88,46.48
Oaxaca,Santa Cruz Mixtepec,20378,21.91,Mestizo,6.13,6.55,5.76,0.69,0.6,0.78,0.18,0.2,0.17,47.86,64.83,32.38
Yucatan,Dzemul,31026,21.87,Mestizo,6.75,6.93,6.56,0.83,1.02,0.67,0.21,0.21,0.21,47.03,68.57,24.42
Chiapas,Ixtacomitan,7043,21.87,Mestizo,6.97,7.29,6.67,0.98,0.99,0.98,0.17,0.17,0.16,45.05,73.66,17.19
Guerrero,Ahuacuotzingo,12002,21.51,Mestizo,3.87,4.06,3.72,0.86,0.87,0.85,0.1,0.1,0.1,28.63,45.23,14.83
Chihuahua,Morelos,8046,21.42,Mestizo,5.09,5.1,5.09,0.52,0.51,0.53,0.11,0.11,0.11,45.51,77.03,12.19
Hidalgo,San Salvador,13054,21.32,Mestizo,8.47,8.57,8.39,0.85,0.86,0.84,0.29,0.28,0.3,47.19,69.57,27.23
