estado,municipio,cve_inegi,Pob_Indigena,Mayoria_indigena,grado_escolar,grado_escolar_h,grado_escolar_m,Entre_3_5_En_escuela,Entre_3_5_En_escuela_Hombres,Entre_3_5_En_escuela_Mujeres,Mas_15_con_Sec,Mas15H,Mas15M,PEA,PEA_H,PEA_M
Oaxaca,San Mateo Tlapiltepec,20256,0.85,Mestizo,5.22,5.99,4.59,1.29,1,1.67,0.22,0.31,0.14,35.14,57.14,16.83
Veracruz de Ignacio de la Llave,Soconusco,30145,0.85,Mestizo,7.76,8.13,7.41,0.91,0.9,0.92,0.16,0.17,0.15,52.07,75.36,30.49
Mexico,Nicolas Romero,15060,0.85,Mestizo,8.7,8.89,8.51,0.68,0.69,0.68,0.28,0.3,0.26,53.87,74.65,34.22
Baja California Sur,Comondu,3001,0.85,Mestizo,8.2,8.15,8.25,0.74,0.72,0.77,0.2,0.21,0.19,54.65,74.22,33.98
Chihuahua,Valle de Zaragoza,8067,0.84,Mestizo,6.3,6,6.61,0.52,0.63,0.42,0.19,0.18,0.21,45.97,71.73,18.4
Chihuahua,Riva Palacio,8054,0.84,Mestizo,6.23,6.21,6.26,0.28,0.31,0.24,0.08,0.08,0.08,48.88,85.66,9.64
Mexico,Coyotepec,15023,0.84,Mestizo,8.59,8.88,8.32,0.63,0.64,0.63,0.31,0.34,0.29,50.39,72.03,29.91
Queretaro,Jalpan de Serra,22009,0.83,Mestizo,7.06,6.87,7.21,0.8,0.77,0.83,0.21,0.2,0.22,46.26,65.58,29.56
Tabasco,Jonuta,27011,0.83,Mestizo,7.08,7.16,7.01,1.11,1.13,1.08,0.26,0.26,0.27,43.39,76.48,10.43
Guerrero,Xochihuehuetlan,12070,0.83,Mestizo,4.64,4.89,4.44,1.05,0.99,1.12,0.13,0.14,0.12,35.24,63.64,11.81
Oaxaca,San Pedro Teozacoalco,20329,0.83,Mestizo,5.75,6.07,5.46,0.81,0.7,0.95,0.21,0.26,0.17,40.1,56.96,25.18
Jalisco,Cuautitlan de Garcia Barragan,14027,0.83,Mestizo,5.96,5.92,6,0.84,0.86,0.81,0.18,0.18,0.18,45.75,74.87,15.88
Oaxaca,San Martin Lachila,20241,0.83,Mestizo,5.37,5.8,5.05,1.29,1.44,1.16,0.21,0.25,0.19,25.75,44.56,11.13
Oaxaca,Santa Catarina Minas,20368,0.83,Mestizo,5.75,5.84,5.67,0.36,0.36,0.35,0.17,0.19,0.15,43.79,68.99,20.68
Puebla,Juan C. Bonilla,21090,0.83,Mestizo,7.95,8.27,7.67,0.84,0.84,0.83,0.22,0.23,0.2,48.31,73.88,25.81
Puebla,Lafragua,21093,0.82,Mestizo,5.35,5.45,5.26,0.95,0.98,0.92,0.18,0.18,0.18,41.93,75.03,10.23
Oaxaca,Magdalena Yodocono de Porfirio Diaz,20562,0.82,Mestizo,6.72,6.87,6.6,0.79,0.96,0.69,0.23,0.25,0.2,48.16,67.74,30.68
Oaxaca,Santiago Tenango,20487,0.82,Mestizo,7.1,7.45,6.78,0.89,1,0.79,0.34,0.36,0.31,50.92,73.35,29.71
Veracruz de Ignacio de la Llave,El Higo,30205,0.82,Mestizo,7.55,7.62,7.49,0.81,0.84,0.78,0.23,0.24,0.22,41.64,67.56,16.42
Jalisco,Cihuatlan,14022,0.82,Mestizo,7.52,7.48,7.57,0.74,0.73,0.74,0.21,0.21,0.22,56.76,76.54,36.71
Puebla,Nicolas Bravo,21103,0.82,Mestizo,5.9,6.23,5.59,0.66,0.54,0.81,0.18,0.2,0.16,51.21,76.8,27.92
Mexico,Teotihuacan,15092,0.81,Mestizo,9.03,9.21,8.87,0.77,0.81,0.73,0.3,0.32,0.28,50.98,71.77,31.6
Tlaxcala,Panotla,29024,0.81,Mestizo,9.81,10,9.64,0.85,0.85,0.85,0.25,0.27,0.24,51.28,69.49,34.77
Michoacan de Ocampo,Ziracuaretiro,16111,0.81,Mestizo,6.76,6.67,6.83,0.69,0.72,0.66,0.24,0.24,0.25,49.35,78.45,22.13
Oaxaca,La Trinidad Vista Hermosa,20556,0.8,Mestizo,6.05,6.37,5.8,1.33,0.6,2.25,0.12,0.13,0.11,46.43,64.44,31.13
Mexico,Tianguistenco,15101,0.8,Mestizo,8.6,8.85,8.37,0.76,0.73,0.79,0.29,0.31,0.27,53.08,74.53,33.45
Mexico,Ixtapaluca,15039,0.8,Mestizo,9.29,9.46,9.14,0.75,0.75,0.75,0.28,0.29,0.27,53.94,74.27,35.11
Morelos,Cuernavaca,17007,0.8,Mestizo,10.58,10.81,10.38,0.93,0.93,0.94,0.2,0.21,0.19,57.63,72.06,45.16
Nuevo Leon,Santa Catarina,19048,0.8,Mestizo,9.48,9.69,9.27,0.83,0.84,0.83,0.29,0.3,0.28,58.04,75.86,40.45
Oaxaca,San Francisco Telixtlahuaca,20150,0.8,Mestizo,8.21,8.3,8.13,0.69,0.71,0.66,0.23,0.24,0.22,49.14,72.84,28.18
Veracruz de Ignacio de la Llave,Tamiahua,30151,0.8,Mestizo,6.28,6.4,6.17,0.85,0.86,0.84,0.18,0.18,0.17,43.38,72.05,14.64
Mexico,Melchor Ocampo,15053,0.79,Mestizo,9.04,9.14,8.95,0.69,0.69,0.69,0.27,0.3,0.25,53.25,74.8,33.12
Baja California Sur,Los Cabos,3008,0.79,Mestizo,9.32,9.32,9.33,0.66,0.67,0.66,0.23,0.23,0.22,63.38,80.18,45.2
Campeche,Carmen,4003,0.78,Mestizo,9.1,9.31,8.9,0.82,0.81,0.82,0.21,0.21,0.21,53.2,73.88,32.89
Mexico,Ecatepec de Morelos,15033,0.78,Mestizo,9.43,9.65,9.22,0.73,0.73,0.73,0.25,0.27,0.24,54.34,73.65,36.42
Veracruz de Ignacio de la Llave,Martinez de la Torre,30102,0.78,Mestizo,7.87,8.03,7.73,0.63,0.62,0.63,0.2,0.21,0.2,52.31,75.17,32.11
Chihuahua,Matachi,8043,0.77,Mestizo,6.65,6.3,7.01,0.87,0.85,0.88,0.2,0.16,0.24,46.11,65.3,26.54
Chihuahua,Meoqui,8045,0.77,Mestizo,7.79,7.66,7.93,0.66,0.66,0.66,0.21,0.19,0.22,54.55,74.48,34.91
Zacatecas,Panuco,32037,0.77,Mestizo,6.45,6.21,6.68,0.64,0.55,0.72,0.25,0.22,0.29,47.89,77.96,18.39
Tlaxcala,San Jose Teacalco,29052,0.76,Mestizo,7.26,7.59,6.97,0.82,0.89,0.75,0.31,0.33,0.29,49.81,71.9,29.97
Veracruz de Ignacio de la Llave,Calcahualco,30029,0.76,Mestizo,4.16,4.31,4.02,0.69,0.71,0.68,0.1,0.1,0.09,41.92,75.56,9.25
Chihuahua,Madera,8040,0.76,Mestizo,6.92,6.64,7.21,0.66,0.64,0.69,0.2,0.18,0.22,48.04,73.25,22.56
Nayarit,Ixtlan del Rio,18006,0.75,Mestizo,8.21,8.2,8.22,0.76,0.77,0.75,0.24,0.25,0.24,51.31,70.78,33.52
Puebla,Chiautzingo,21048,0.75,Mestizo,7.28,7.4,7.18,0.64,0.67,0.62,0.25,0.28,0.23,51.48,78.09,28.47
Oaxaca,San Ildefonso Sola,20155,0.74,Mestizo,5,4.97,5.02,0.46,0.46,0.45,0.11,0.11,0.1,46.66,70.1,24.7
Mexico,Huehuetoca,15035,0.74,Mestizo,9.05,9.28,8.82,0.68,0.69,0.67,0.34,0.36,0.32,52.85,77.3,29.65
Puebla,Huitziltepec,21079,0.74,Mestizo,7.36,7.55,7.19,0.76,0.74,0.77,0.25,0.26,0.24,44.16,63.8,26.15
Oaxaca,Magdalena Zahuatlan,20054,0.73,Mestizo,6.26,6.32,6.22,1.38,2,1,0.14,0.16,0.12,25.54,38.1,15.17
Oaxaca,Rojas de Cuauhtemoc,20078,0.73,Mestizo,7.66,8.08,7.29,1.04,1,1.08,0.19,0.2,0.17,56.48,74.82,40.17
Morelos,Jiutepec,17011,0.73,Mestizo,9.61,9.83,9.43,0.82,0.81,0.82,0.26,0.27,0.25,58.05,74.48,43.35
Oaxaca,Santiago Tapextla,20485,0.73,Mestizo,4.76,4.79,4.74,0.87,0.78,0.97,0.17,0.18,0.15,39.21,69.99,6.67
Chihuahua,Hidalgo del Parral,8032,0.72,Mestizo,9.35,9.28,9.41,0.82,0.84,0.8,0.21,0.21,0.2,51.33,70.83,33.47
Morelos,Tlalnepantla,17023,0.72,Mestizo,7.35,7.22,7.49,0.73,0.73,0.73,0.31,0.31,0.3,52.87,80.74,25.36
Veracruz de Ignacio de la Llave,Zacualpan,30198,0.72,Mestizo,4.67,4.7,4.64,0.58,0.59,0.57,0.12,0.13,0.1,44.47,75.18,16.58
Morelos,Tlaltizapan de Zapata,17024,0.72,Mestizo,7.95,8.02,7.89,0.65,0.66,0.63,0.29,0.3,0.29,49.05,70.77,28.95
Coahuila de Zaragoza,Muzquiz,5020,0.72,Mestizo,8.15,8.15,8.15,0.86,0.84,0.89,0.25,0.25,0.26,44.51,68.16,21.07
Mexico,Tlalnepantla de Baz,15104,0.72,Mestizo,10.04,10.32,9.79,0.79,0.78,0.8,0.22,0.23,0.2,53.94,70.43,38.83
Mexico,Nextlalpan,15059,0.72,Mestizo,8.52,8.64,8.42,0.67,0.67,0.67,0.3,0.31,0.29,56.19,77.75,35.84
Jalisco,Tomatlan,14100,0.71,Mestizo,6.75,6.67,6.84,0.79,0.8,0.79,0.18,0.17,0.18,50.03,76.55,22.26
CDMX,Tlalpan,9012,0.71,Mestizo,10.7,10.95,10.48,0.94,0.95,0.94,0.19,0.2,0.19,57.04,71.45,44.14
Nuevo Leon,Monterrey,19039,0.71,Mestizo,10.27,10.51,10.05,0.87,0.88,0.87,0.22,0.23,0.21,53.95,70.8,37.65
Morelos,Yecapixtla,17030,0.71,Mestizo,7.74,7.73,7.75,0.67,0.7,0.64,0.3,0.3,0.29,53.24,76.83,31.07
Puebla,San Diego la Mesa Tochimiltzingo,21121,0.71,Mestizo,4.53,4.35,4.69,0.61,0.5,0.79,0.11,0.12,0.1,38.69,69.27,10.71
Chihuahua,San Francisco de Conchos,8058,0.7,Mestizo,7.43,7.23,7.66,0.96,1.04,0.89,0.26,0.25,0.27,43.82,67.93,17.5
Mexico,Huixquilucan,15037,0.7,Mestizo,10.09,10.43,9.78,0.86,0.87,0.86,0.23,0.24,0.22,56.57,74.13,40.85
Puebla,Guadalupe Victoria,21067,0.69,Mestizo,6.16,6.19,6.13,0.78,0.76,0.81,0.19,0.19,0.18,47.41,75.95,21.43
Chihuahua,Chihuahua,8019,0.69,Mestizo,10.36,10.42,10.32,0.86,0.85,0.88,0.22,0.22,0.22,56.06,70.78,42.39
Nuevo Leon,Higueras,19028,0.69,Mestizo,7.59,7.55,7.62,0.79,0.73,0.88,0.25,0.27,0.23,53.92,74.56,32.2
Tamaulipas,Ciudad Madero,28009,0.69,Mestizo,10.91,11.1,10.74,0.88,0.89,0.87,0.16,0.18,0.15,50.53,65.87,36.9
CDMX,Iztapalapa,9007,0.69,Mestizo,9.61,9.8,9.43,0.81,0.81,0.81,0.24,0.26,0.23,55.27,71.52,40.32
Mexico,Temamatla,15083,0.69,Mestizo,9,9.17,8.84,0.87,0.89,0.86,0.32,0.36,0.3,52.19,74.59,31.29
Baja California Sur,Loreto,3009,0.69,Mestizo,8.85,8.73,9,0.68,0.66,0.7,0.2,0.21,0.2,58.44,77.13,36.86
Hidalgo,Huichapan,13029,0.69,Mestizo,7.51,7.42,7.59,0.75,0.75,0.75,0.28,0.28,0.29,48.26,71.69,27.48
Puebla,San Miguel Ixitlan,21135,0.68,Mestizo,5.16,5.47,4.91,0.81,1,0.73,0.19,0.21,0.17,42.95,61.61,26.29
Nuevo Leon,General Escobedo,19021,0.68,Mestizo,9.39,9.53,9.24,0.82,0.84,0.81,0.32,0.32,0.31,56.34,77.1,35.41
Mexico,Tepetlaoxtoc,15093,0.68,Mestizo,8.49,8.52,8.45,0.74,0.73,0.75,0.29,0.31,0.28,52.36,74.65,31.37
Puebla,Ahuazotepec,21008,0.68,Mestizo,7.24,7.42,7.08,0.96,0.94,0.99,0.27,0.32,0.24,46.53,73.62,21.46
Sonora,Oquitoa,26046,0.68,Mestizo,8.03,7.68,8.38,1.17,1.75,0.88,0.19,0.18,0.19,46.03,69.44,23.24
Mexico,Atizapan de Zaragoza,15013,0.67,Mestizo,10.1,10.38,9.85,0.76,0.76,0.76,0.22,0.23,0.21,56.01,73.89,39.52
Morelos,Huitzilac,17009,0.67,Mestizo,8.71,8.76,8.67,0.71,0.76,0.67,0.28,0.29,0.28,53.86,74.69,34.17
Mexico,Acolman,15002,0.67,Mestizo,9.04,9.14,8.94,0.75,0.77,0.73,0.3,0.32,0.28,52.03,71.64,32.82
Veracruz de Ignacio de la Llave,Tampico Alto,30152,0.66,Mestizo,6.56,6.61,6.5,0.81,0.78,0.83,0.19,0.19,0.19,48.12,75.23,18.68
Nayarit,Compostela,18004,0.66,Mestizo,7.53,7.38,7.67,0.67,0.69,0.64,0.22,0.22,0.23,53.49,74.76,32.23
Nayarit,Jala,18007,0.66,Mestizo,7.67,7.54,7.8,0.81,0.82,0.8,0.21,0.2,0.22,47.82,74.32,22.96
San Luis Potosi,Cardenas,24005,0.65,Mestizo,7.35,7.17,7.5,1.02,1.05,1,0.24,0.22,0.26,46.59,67.46,27.84
Oaxaca,Santo Domingo Tlatayapam,20518,0.65,Mestizo,5.66,6.31,5.07,1.8,2,1.67,0.18,0.26,0.11,33.87,56.67,12.5
Veracruz de Ignacio de la Llave,Nautla,30114,0.65,Mestizo,6.84,6.85,6.82,0.68,0.71,0.65,0.18,0.18,0.17,44.63,71.64,19.34
Oaxaca,Santa Catarina Quiane,20369,0.65,Mestizo,6.45,6.63,6.3,0.75,0.58,0.96,0.21,0.21,0.22,42.3,67.14,20.4
Hidalgo,Metepec,13035,0.65,Mestizo,6.79,6.76,6.81,0.55,0.51,0.59,0.27,0.3,0.25,45.35,72.47,22.57
Puebla,Caltepec,21027,0.65,Mestizo,5.42,5.69,5.19,0.98,0.96,1,0.18,0.21,0.16,41.77,66.67,20.76
Durango,El Oro,10018,0.64,Mestizo,7.55,7.36,7.75,0.75,0.79,0.71,0.21,0.19,0.23,50.13,72.94,27.64
Mexico,Tultepec,15108,0.64,Mestizo,9.16,9.34,9,0.71,0.7,0.72,0.27,0.29,0.26,54.52,76.03,34.46
Durango,Vicente Guerrero,10038,0.64,Mestizo,7.97,7.92,8.01,0.74,0.72,0.75,0.25,0.23,0.26,49.5,73.92,27.09
Mexico,Atizapan,15012,0.64,Mestizo,8.4,8.66,8.17,0.69,0.76,0.63,0.28,0.29,0.26,57.88,78.97,38.78
Tamaulipas,Tampico,28038,0.64,Mestizo,10.55,10.78,10.34,0.87,0.86,0.87,0.17,0.18,0.16,53.51,69.54,39.26
Chihuahua,Ocampo,8051,0.64,Mestizo,6.05,5.81,6.32,0.76,0.78,0.74,0.18,0.17,0.19,48.97,78.46,15.93
Morelos,Axochiapan,17003,0.63,Mestizo,6.91,6.93,6.9,0.59,0.59,0.58,0.21,0.2,0.21,46.89,72.81,22.82
Guerrero,Buenavista de Cuellar,12015,0.63,Mestizo,7,7.14,6.88,1.06,1.02,1.1,0.19,0.21,0.17,50.45,73.56,29.18
Veracruz de Ignacio de la Llave,Mariano Escobedo,30101,0.63,Mestizo,7.53,7.55,7.51,0.68,0.64,0.72,0.16,0.16,0.17,50.19,74.45,28.65
Puebla,Ixcaquixtla,21082,0.63,Mestizo,7.93,8.05,7.83,1.03,0.98,1.08,0.2,0.21,0.19,49.87,71.03,31.39
Mexico,Texcalyacac,15098,0.63,Mestizo,8.82,8.88,8.76,0.67,0.68,0.66,0.32,0.36,0.29,50.89,72.57,30.9
Tamaulipas,Aldama,28002,0.62,Mestizo,7.02,6.84,7.21,0.61,0.64,0.58,0.21,0.19,0.23,47.61,75.6,19.17
Veracruz de Ignacio de la Llave,Fortin,30068,0.62,Mestizo,9.12,9.32,8.96,0.76,0.76,0.77,0.18,0.19,0.18,52.85,73.83,34.81
Puebla,Tepeyahualco de Cuauhtemoc,21171,0.62,Mestizo,7.53,7.76,7.34,0.83,0.92,0.71,0.24,0.26,0.22,49.15,70.38,30.62
Oaxaca,San Juan Bautista Jayacatlan,20179,0.62,Mestizo,5.61,5.37,5.85,0.44,0.55,0.31,0.17,0.17,0.17,49.68,80.11,19.3
Chihuahua,Coronado,8014,0.61,Mestizo,7.04,6.73,7.39,0.73,0.8,0.65,0.25,0.22,0.28,49.7,76.57,21.01
Mexico,Xalatlaco,15043,0.61,Mestizo,8.02,8.29,7.78,0.65,0.68,0.63,0.32,0.35,0.29,52.84,75.13,32.3
Sonora,Imuris,26035,0.61,Mestizo,8.06,8.01,8.1,0.5,0.48,0.52,0.23,0.22,0.24,50.09,70.66,29.1
Oaxaca,Santiago Suchilquitongo,20483,0.61,Mestizo,7.73,7.89,7.58,0.57,0.58,0.57,0.24,0.24,0.23,49.51,73.71,27.98
Puebla,San Gregorio Atzompa,21125,0.6,Mestizo,8.52,8.71,8.35,0.82,0.84,0.8,0.21,0.22,0.2,49.79,75.43,27.14
Oaxaca,Santiago Huajolotitlan,20462,0.6,Mestizo,7.2,7.34,7.11,1.11,0.96,1.25,0.19,0.2,0.19,55.89,73.01,42.52
Chiapas,Bella Vista,7011,0.6,Mestizo,5.85,6.24,5.47,0.75,0.7,0.81,0.19,0.21,0.17,40.81,77.34,5.95
Tamaulipas,Matamoros,28022,0.59,Mestizo,9.04,9.16,8.93,0.61,0.6,0.62,0.25,0.24,0.25,55.49,74.31,37.38
Morelos,Jonacatepec de Leandro Valle,17013,0.59,Mestizo,7.92,7.91,7.93,0.69,0.68,0.71,0.23,0.24,0.22,48.28,71.11,27.89
Jalisco,Zapopan,14120,0.59,Mestizo,10.38,10.57,10.21,0.88,0.89,0.87,0.19,0.19,0.19,59.03,74.77,44.33
Michoacan de Ocampo,Coahuayana,16014,0.59,Mestizo,6.21,6.12,6.31,0.79,0.75,0.84,0.16,0.15,0.16,52.64,78.11,25.74
Puebla,Santo Tomas Hueyotlipan,21151,0.59,Mestizo,7.74,7.94,7.57,0.62,0.64,0.61,0.25,0.26,0.25,47.84,74.25,24.45
Jalisco,Totatiche,14104,0.59,Mestizo,6.39,6.25,6.52,0.69,0.79,0.58,0.17,0.16,0.18,35.77,54.62,17.76
Tamaulipas,Reynosa,28032,0.58,Mestizo,9.21,9.39,9.05,0.57,0.57,0.58,0.26,0.26,0.26,58.91,77.59,40.61
Guerrero,Apaxtla,12006,0.58,Mestizo,6.49,6.66,6.33,1.12,1.14,1.1,0.15,0.16,0.14,44.16,73.08,18.42
Michoacan de Ocampo,Zamora,16108,0.58,Mestizo,7.81,8.03,7.61,0.67,0.67,0.67,0.18,0.18,0.17,56.38,76.17,38.51
Mexico,Temascalapa,15084,0.57,Mestizo,7.95,8.05,7.87,0.74,0.76,0.73,0.31,0.32,0.3,50.08,72.31,28.6
Puebla,Zacapala,21206,0.57,Mestizo,5.1,5.31,4.93,0.74,0.79,0.7,0.15,0.15,0.15,46.65,74.54,23.23
Puebla,San Nicolas de los Ranchos,21138,0.57,Mestizo,6.32,6.49,6.16,0.56,0.6,0.51,0.22,0.24,0.21,46.37,77.64,18.11
Puebla,Xicotlan,21198,0.56,Mestizo,5.53,5.9,5.2,1.09,0.95,1.22,0.25,0.29,0.22,30.35,55.88,8.09
Jalisco,Puerto Vallarta,14067,0.56,Mestizo,9.36,9.33,9.39,0.74,0.74,0.74,0.23,0.23,0.22,62.5,78.06,46.89
Tamaulipas,Gonzalez,28012,0.56,Mestizo,6.58,6.45,6.7,0.59,0.59,0.59,0.21,0.19,0.23,47.09,75.14,19.61
Hidalgo,Pisaflores,13049,0.56,Mestizo,5.59,5.42,5.76,0.8,0.8,0.8,0.25,0.24,0.25,42.13,73.1,11.97
Baja California Sur,La Paz,3003,0.56,Mestizo,10.15,10.16,10.14,0.83,0.81,0.84,0.2,0.21,0.19,57.94,73.65,42.21
Mexico,Tecamac,15081,0.56,Mestizo,9.99,10.2,9.8,0.82,0.8,0.83,0.26,0.27,0.25,55.35,75.91,36.28
Guerrero,Florencio Villarreal,12030,0.56,Mestizo,6.87,7.17,6.58,0.91,0.91,0.91,0.18,0.2,0.16,43.29,70.32,17.42
Oaxaca,San Juan Chilateca,20192,0.55,Mestizo,8.58,8.79,8.39,1.08,0.65,1.5,0.17,0.2,0.15,53.68,72.64,37.36
Veracruz de Ignacio de la Llave,Cuitlahuac,30053,0.55,Mestizo,7.05,7.12,6.99,0.57,0.56,0.59,0.19,0.2,0.19,50.18,75.83,28.03
Tlaxcala,Apizaco,29005,0.55,Mestizo,10.07,10.31,9.87,0.86,0.85,0.88,0.24,0.25,0.23,54.64,73.05,38.58
Hidalgo,Epazoyucan,13022,0.54,Mestizo,8,7.99,8.01,0.85,0.8,0.89,0.33,0.34,0.31,55.38,77.16,35.12
Hidalgo,Tlahuelilpan,13070,0.54,Mestizo,8.35,8.42,8.29,0.91,0.98,0.83,0.25,0.26,0.25,54.18,74.38,35.34
Mexico,Chiautla,15028,0.54,Mestizo,9.14,9.32,8.98,0.77,0.75,0.8,0.28,0.28,0.27,53.21,74.3,33.78
Puebla,Guadalupe,21066,0.54,Mestizo,5.03,5,5.06,1.05,1.08,1.02,0.16,0.16,0.16,35.23,60.08,14.76
Veracruz de Ignacio de la Llave,Oluta,30116,0.54,Mestizo,7.27,7.66,6.93,0.86,0.8,0.92,0.18,0.19,0.18,50.56,74.22,29.34
San Luis Potosi,Villa de Arista,24056,0.54,Mestizo,6.06,5.84,6.27,0.8,0.77,0.84,0.24,0.21,0.27,47.91,75.73,20.57
Tlaxcala,Tzompantepec,29038,0.54,Mestizo,9.25,9.51,9.02,0.9,0.87,0.92,0.29,0.3,0.28,51.93,73.04,32.67
Morelos,Emiliano Zapata,17008,0.54,Mestizo,8.97,9.13,8.82,0.67,0.65,0.69,0.25,0.25,0.24,56.56,74.76,39.67
CDMX,Tlahuac,9011,0.53,Mestizo,9.69,9.9,9.5,0.88,0.9,0.86,0.25,0.27,0.24,53.96,71.72,37.65
Puebla,San Miguel Xoxtla,21136,0.53,Mestizo,8.91,9.48,8.38,0.91,0.86,0.95,0.28,0.3,0.26,53.46,74.14,34.51
Mexico,Nezahualcoyotl,15058,0.53,Mestizo,9.5,9.73,9.3,0.8,0.79,0.8,0.24,0.26,0.23,54.63,71.68,39.06
Chihuahua,Santa Isabel,8024,0.53,Mestizo,6.84,6.65,7.03,0.76,0.96,0.6,0.2,0.18,0.22,43.28,65.75,20.81
CDMX,Coyoacan,9003,0.53,Mestizo,11.66,12.01,11.35,1.1,1.09,1.11,0.16,0.17,0.16,56.45,69.12,45.51
Sonora,Naco,26039,0.53,Mestizo,8.69,8.64,8.74,0.66,0.67,0.66,0.27,0.27,0.27,50.54,67.65,33.03
CDMX,Cuauhtemoc,9015,0.53,Mestizo,11.32,11.75,10.95,1.02,1.02,1.02,0.17,0.18,0.16,62.13,74.26,51.56
Mexico,San Martin de las Piramides,15075,0.52,Mestizo,8.66,8.77,8.56,0.81,0.79,0.84,0.31,0.33,0.29,51.57,73.49,30.58
San Luis Potosi,Lagunillas,24019,0.52,Mestizo,4.59,4.18,4.97,0.99,0.96,1.03,0.18,0.15,0.22,38.41,68.38,10.13
Oaxaca,San Martin Tilcajete,20243,0.52,Mestizo,7.07,7.44,6.78,1,0.75,1.2,0.19,0.21,0.17,42.69,64.72,25.26
Guerrero,San Marcos,12053,0.52,Mestizo,6.2,6.49,5.93,0.86,0.88,0.83,0.19,0.21,0.17,44.02,74.5,15.12
CDMX,Gustavo A. Madero,9005,0.52,Mestizo,10.23,10.49,10,0.91,0.91,0.91,0.21,0.23,0.2,54.46,69.61,40.71
Tamaulipas,Guerrero,28014,0.51,Mestizo,7.37,7.23,7.52,0.79,0.79,0.79,0.2,0.18,0.23,52.22,75.06,27.51
CDMX,La Magdalena Contreras,9008,0.51,Mestizo,9.93,10.16,9.74,0.9,0.91,0.9,0.22,0.24,0.21,56.46,71.27,43.21
Mexico,Zumpango,15120,0.51,Mestizo,8.81,8.97,8.66,0.75,0.74,0.77,0.29,0.31,0.28,52.34,75.25,30.6
Oaxaca,Santa Maria Zoquitlan,20449,0.51,Mestizo,5.08,5.1,5.07,0.77,0.77,0.77,0.11,0.1,0.12,41.15,74.34,9.64
Sonora,Santa Ana,26058,0.51,Mestizo,8.88,8.77,8.99,0.67,0.68,0.66,0.24,0.23,0.26,52.32,73.15,31.88
Sonora,San Felipe de Jesus,26053,0.51,Mestizo,8.47,8.29,8.69,1.29,2,1,0.24,0.23,0.26,40.69,54.49,25.33
Hidalgo,San Agustin Tlaxiaca,13052,0.5,Mestizo,7.9,7.85,7.95,0.83,0.83,0.84,0.29,0.29,0.29,51.69,72.4,32.4
Puebla,Piaxtla,21113,0.5,Mestizo,5.49,5.7,5.31,0.89,0.75,1.06,0.13,0.14,0.12,43.56,66.61,23.24
Puebla,Huaquechula,21069,0.5,Mestizo,5.75,5.88,5.65,0.61,0.58,0.65,0.14,0.14,0.14,46.1,74.62,22.93
Hidalgo,Eloxochitlan,13020,0.5,Mestizo,5.95,5.64,6.22,0.87,0.96,0.77,0.28,0.27,0.29,37.56,64.85,13.88
Sonora,Cajeme,26018,0.5,Mestizo,9.88,9.95,9.83,0.65,0.66,0.65,0.24,0.25,0.24,54.15,70.26,38.61
Hidalgo,Tezontepec de Aldama,13067,0.5,Mestizo,7.96,7.96,7.95,0.8,0.8,0.8,0.3,0.32,0.28,52.74,76.84,30.22
Mexico,Tultitlan,15109,0.5,Mestizo,9.72,9.96,9.5,0.71,0.71,0.7,0.26,0.27,0.25,54.6,73.94,36.49
Chihuahua,Aquiles Serdan,8004,0.5,Mestizo,8.28,8.03,8.69,0.71,0.68,0.75,0.34,0.32,0.36,66.11,84.76,36.85
Sonora,Caborca,26017,0.5,Mestizo,8.5,8.44,8.56,0.62,0.63,0.6,0.23,0.23,0.23,56.94,76.37,36.86
San Luis Potosi,Vanegas,24044,0.49,Mestizo,6.13,5.88,6.38,1.04,1.02,1.07,0.3,0.29,0.32,45.73,77.48,13.53
Mexico,Sultepec,15080,0.49,Mestizo,5.74,6,5.51,0.54,0.53,0.56,0.21,0.23,0.2,34.62,59.43,13.33
Puebla,Yehualtepec,21205,0.49,Mestizo,6.1,6.35,5.88,0.49,0.49,0.49,0.19,0.21,0.17,42.11,70.34,16.46
Tamaulipas,Rio Bravo,28033,0.49,Mestizo,8.21,8.31,8.11,0.52,0.52,0.53,0.23,0.23,0.24,54.2,75.21,33.53
Oaxaca,Santiago Miltepec,20476,0.49,Mestizo,6.26,6.52,6.05,1.31,1,3,0.23,0.21,0.24,51.67,73.65,33.7
Puebla,Chinantla,21059,0.49,Mestizo,6.27,6.54,6.05,1.28,1.16,1.39,0.15,0.17,0.14,42.85,64.34,25.24
Oaxaca,San Francisco Chindua,20140,0.48,Mestizo,6.73,7.09,6.43,0.97,0.86,1.15,0.24,0.25,0.22,46.85,70.45,26.82
Baja California,Playas de Rosarito,2005,0.48,Mestizo,8.53,8.56,8.49,0.62,0.61,0.64,0.23,0.23,0.24,56.42,73.78,38.3
Michoacan de Ocampo,Chavinda,16023,0.48,Mestizo,5.43,5.43,5.43,0.76,0.88,0.67,0.14,0.14,0.14,46.01,73.97,20.66
Sonora,Atil,26007,0.48,Mestizo,8.22,7.91,8.55,0.77,0.67,0.9,0.25,0.27,0.24,39.56,57.2,20.75
Chihuahua,Saucillo,8062,0.48,Mestizo,7.86,7.66,8.06,0.68,0.7,0.66,0.23,0.22,0.23,47.77,71.64,23.72
Nayarit,San Pedro Lagunillas,18013,0.48,Mestizo,7.41,7.22,7.62,0.9,0.99,0.82,0.27,0.26,0.29,46.82,75.18,18.07
